上海电信,#genre#
山东教育卫视HD,http://27.11.251.41:8009/rtp/225.0.4.183:7980
山东教育卫视HD,http://27.13.124.93:8099/rtp/225.0.4.183:7980
广东卫视4K,http://27.11.48.113:8009/rtp/225.0.4.102:7980
广东卫视4K,http://27.11.56.95:8009/rtp/225.0.4.102:7980
广东卫视4K,http://27.11.251.41:8009/rtp/225.0.4.102:7980
广东卫视4K,http://27.13.124.93:8099/rtp/225.0.4.102:7980
广东卫视HD,http://27.11.48.113:8009/rtp/225.0.4.84:7980
广东卫视HD,http://27.11.56.95:8009/rtp/225.0.4.84:7980
广东卫视HD,http://27.11.251.41:8009/rtp/225.0.4.84:7980
广东卫视HD,http://27.13.124.93:8099/rtp/225.0.4.84:7980
快乐垂钓HD,http://27.11.48.113:8009/rtp/225.0.4.213:7980
快乐垂钓HD,http://27.11.56.95:8009/rtp/225.0.4.213:7980
快乐垂钓HD,http://27.11.251.41:8009/rtp/225.0.4.213:7980
快乐垂钓HD,http://27.13.124.93:8099/rtp/225.0.4.213:7980
新疆卫视HD,http://27.11.48.113:8009/rtp/225.0.4.60:7980
新疆卫视HD,http://27.11.56.95:8009/rtp/225.0.4.60:7980
新疆卫视HD,http://27.11.251.41:8009/rtp/225.0.4.60:7980
新疆卫视HD,http://27.13.124.93:8099/rtp/225.0.4.60:7980
星影(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.172:7980
星影(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.172:7980
星影(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.172:7980
星影(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.172:7980
欢笑剧场HD,http://27.11.48.113:8009/rtp/225.0.4.234:7980
欢笑剧场HD,http://27.11.56.95:8009/rtp/225.0.4.234:7980
欢笑剧场HD,http://27.11.251.41:8009/rtp/225.0.4.234:7980
欢笑剧场HD,http://27.13.124.93:8099/rtp/225.0.4.234:7980
武侠剧场(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.168:7980
武侠剧场(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.168:7980
武侠剧场(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.168:7980
武侠剧场(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.168:7980
武术(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.165:7980
武术(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.165:7980
武术(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.165:7980
武术(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.165:7980
求索记录HD,http://27.11.48.113:8009/rtp/225.0.4.232:7980
求索记录HD,http://27.11.56.95:8009/rtp/225.0.4.232:7980
求索记录HD,http://27.11.251.41:8009/rtp/225.0.4.232:7980
求索记录HD,http://27.13.124.93:8099/rtp/225.0.4.232:7980
江苏卫视4K,http://27.11.48.113:8009/rtp/225.0.4.104:7980
江苏卫视4K,http://27.11.56.95:8009/rtp/225.0.4.104:7980
江苏卫视4K,http://27.11.251.41:8009/rtp/225.0.4.104:7980
江苏卫视4K,http://27.13.124.93:8099/rtp/225.0.4.104:7980
江苏卫视HD,http://27.11.48.113:8009/rtp/225.0.4.79:7980
江苏卫视HD,http://27.11.56.95:8009/rtp/225.0.4.79:7980
江苏卫视HD,http://27.11.251.41:8009/rtp/225.0.4.79:7980
江苏卫视HD,http://27.13.124.93:8099/rtp/225.0.4.79:7980
江西卫视HD,http://27.11.48.113:8009/rtp/225.0.4.203:7980
江西卫视HD,http://27.11.56.95:8009/rtp/225.0.4.203:7980
江西卫视HD,http://27.11.251.41:8009/rtp/225.0.4.203:7980
江西卫视HD,http://27.13.124.93:8099/rtp/225.0.4.203:7980
河北卫视HD,http://27.11.48.113:8009/rtp/225.0.4.174:7980
河北卫视HD,http://27.11.56.95:8009/rtp/225.0.4.174:7980
河北卫视HD,http://27.11.251.41:8009/rtp/225.0.4.174:7980
河北卫视HD,http://27.13.124.93:8099/rtp/225.0.4.174:7980
法治天地HD,http://27.11.48.113:8009/rtp/225.0.4.240:7980
法治天地HD,http://27.11.56.95:8009/rtp/225.0.4.240:7980
法治天地HD,http://27.11.251.41:8009/rtp/225.0.4.240:7980
法治天地HD,http://27.13.124.93:8099/rtp/225.0.4.240:7980
浙江卫视4K,http://27.11.48.113:8009/rtp/225.0.4.105:7980
浙江卫视4K,http://27.11.56.95:8009/rtp/225.0.4.105:7980
浙江卫视4K,http://27.11.251.41:8009/rtp/225.0.4.105:7980
浙江卫视4K,http://27.13.124.93:8099/rtp/225.0.4.105:7980
浙江卫视HD,http://27.11.48.113:8009/rtp/225.0.4.81:7980
浙江卫视HD,http://27.11.56.95:8009/rtp/225.0.4.81:7980
浙江卫视HD,http://27.11.251.41:8009/rtp/225.0.4.81:7980
浙江卫视HD,http://27.13.124.93:8099/rtp/225.0.4.81:7980
深圳卫视4K,http://27.11.48.113:8009/rtp/225.0.4.101:7980
深圳卫视4K,http://27.11.56.95:8009/rtp/225.0.4.101:7980
深圳卫视4K,http://27.11.251.41:8009/rtp/225.0.4.101:7980
深圳卫视4K,http://27.13.124.93:8099/rtp/225.0.4.101:7980
深圳卫视HD,http://27.11.48.113:8009/rtp/225.0.4.202:7980
深圳卫视HD,http://27.11.56.95:8009/rtp/225.0.4.202:7980
深圳卫视HD,http://27.11.251.41:8009/rtp/225.0.4.202:7980
深圳卫视HD,http://27.13.124.93:8099/rtp/225.0.4.202:7980
游戏风云HD,http://27.11.48.113:8009/rtp/225.0.4.237:7980
游戏风云HD,http://27.11.56.95:8009/rtp/225.0.4.237:7980
游戏风云HD,http://27.11.251.41:8009/rtp/225.0.4.237:7980
游戏风云HD,http://27.13.124.93:8099/rtp/225.0.4.237:7980
湖北卫视HD,http://27.11.48.113:8009/rtp/225.0.4.217:7980
湖北卫视HD,http://27.11.56.95:8009/rtp/225.0.4.217:7980
湖北卫视HD,http://27.11.251.41:8009/rtp/225.0.4.217:7980
湖北卫视HD,http://27.13.124.93:8099/rtp/225.0.4.217:7980
湖南卫视4K,http://27.11.48.113:8009/rtp/225.0.4.107:7980
湖南卫视4K,http://27.11.56.95:8009/rtp/225.0.4.107:7980
湖南卫视4K,http://27.11.251.41:8009/rtp/225.0.4.107:7980
湖南卫视4K,http://27.13.124.93:8099/rtp/225.0.4.107:7980
湖南卫视HD,http://27.11.48.113:8009/rtp/225.0.4.75:7980
湖南卫视HD,http://27.11.56.95:8009/rtp/225.0.4.75:7980
湖南卫视HD,http://27.11.251.41:8009/rtp/225.0.4.75:7980
湖南卫视HD,http://27.13.124.93:8099/rtp/225.0.4.75:7980
热播剧场(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.47:7980
热播剧场(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.47:7980
热播剧场(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.47:7980
热播剧场(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.47:7980
爱上4K(轮播频道),http://27.11.48.113:8009/rtp/225.0.4.226:7980
爱上4K(轮播频道),http://27.11.56.95:8009/rtp/225.0.4.226:7980
爱上4K(轮播频道),http://27.11.251.41:8009/rtp/225.0.4.226:7980
爱上4K(轮播频道),http://27.13.124.93:8099/rtp/225.0.4.226:7980
爱体育(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.53:7980
爱体育(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.53:7980
爱体育(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.53:7980
爱体育(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.53:7980
爱电影(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.50:7980
爱电影(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.50:7980
爱电影(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.50:7980
爱电影(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.50:7980
爱综艺(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.51:7980
爱综艺(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.51:7980
爱综艺(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.51:7980
爱综艺(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.51:7980
甘肃卫视HD,http://27.11.48.113:8009/rtp/225.0.4.181:7980
甘肃卫视HD,http://27.11.56.95:8009/rtp/225.0.4.181:7980
甘肃卫视HD,http://27.11.251.41:8009/rtp/225.0.4.181:7980
甘肃卫视HD,http://27.13.124.93:8099/rtp/225.0.4.181:7980
生活时尚HD,http://27.11.48.113:8009/rtp/225.0.4.241:7980
生活时尚HD,http://27.11.56.95:8009/rtp/225.0.4.241:7980
生活时尚HD,http://27.11.251.41:8009/rtp/225.0.4.241:7980
生活时尚HD,http://27.13.124.93:8099/rtp/225.0.4.241:7980
精彩影视HD,http://27.11.48.113:8009/rtp/225.0.4.231:7980
精彩影视HD,http://27.11.56.95:8009/rtp/225.0.4.231:7980
精彩影视HD,http://27.11.251.41:8009/rtp/225.0.4.231:7980
精彩影视HD,http://27.13.124.93:8099/rtp/225.0.4.231:7980
精选(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.152:7980
精选(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.152:7980
精选(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.152:7980
精选(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.152:7980
经典电影(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.48:7980
经典电影(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.48:7980
经典电影(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.48:7980
经典电影(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.48:7980
美人(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.151:7980
美人(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.151:7980
美人(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.151:7980
美人(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.151:7980
美妆(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.150:7980
美妆(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.150:7980
美妆(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.150:7980
美妆(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.150:7980
茶频道HD,http://27.11.48.113:8009/rtp/225.0.4.233:7980
茶频道HD,http://27.11.56.95:8009/rtp/225.0.4.233:7980
茶频道HD,http://27.11.251.41:8009/rtp/225.0.4.233:7980
茶频道HD,http://27.13.124.93:8099/rtp/225.0.4.233:7980
西藏卫视HD,http://27.11.48.113:8009/rtp/225.0.4.67:7980
西藏卫视HD,http://27.11.56.95:8009/rtp/225.0.4.67:7980
西藏卫视HD,http://27.11.251.41:8009/rtp/225.0.4.67:7980
西藏卫视HD,http://27.13.124.93:8099/rtp/225.0.4.67:7980
解密(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.153:7980
解密(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.153:7980
解密(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.153:7980
解密(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.153:7980
贵州卫视HD,http://27.11.48.113:8009/rtp/225.0.4.175:7980
贵州卫视HD,http://27.11.56.95:8009/rtp/225.0.4.175:7980
贵州卫视HD,http://27.11.251.41:8009/rtp/225.0.4.175:7980
贵州卫视HD,http://27.13.124.93:8099/rtp/225.0.4.175:7980
足球(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.167:7980
足球(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.167:7980
足球(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.167:7980
足球(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.167:7980
辽宁卫视HD,http://27.11.48.113:8009/rtp/225.0.4.98:7980
辽宁卫视HD,http://27.11.56.95:8009/rtp/225.0.4.98:7980
辽宁卫视HD,http://27.11.251.41:8009/rtp/225.0.4.98:7980
辽宁卫视HD,http://27.13.124.93:8099/rtp/225.0.4.98:7980
都市剧场HD,http://27.11.48.113:8009/rtp/225.0.4.235:7980
都市剧场HD,http://27.11.56.95:8009/rtp/225.0.4.235:7980
都市剧场HD,http://27.11.251.41:8009/rtp/225.0.4.235:7980
都市剧场HD,http://27.13.124.93:8099/rtp/225.0.4.235:7980
重庆卫视HD,http://27.11.48.113:8009/rtp/225.0.4.187:7980
重庆卫视HD,http://27.11.56.95:8009/rtp/225.0.4.187:7980
重庆卫视HD,http://27.11.251.41:8009/rtp/225.0.4.187:7980
重庆卫视HD,http://27.13.124.93:8099/rtp/225.0.4.187:7980
重庆娱乐HD,http://27.11.48.113:8009/rtp/225.0.4.194:7980
重庆娱乐HD,http://27.11.56.95:8009/rtp/225.0.4.194:7980
重庆娱乐HD,http://27.11.251.41:8009/rtp/225.0.4.194:7980
重庆娱乐HD,http://27.13.124.93:8099/rtp/225.0.4.194:7980
重庆少儿HD,http://27.11.48.113:8009/rtp/225.0.4.191:7980
重庆少儿HD,http://27.11.56.95:8009/rtp/225.0.4.191:7980
重庆少儿HD,http://27.11.251.41:8009/rtp/225.0.4.191:7980
重庆少儿HD,http://27.13.124.93:8099/rtp/225.0.4.191:7980
重庆影视剧HD,http://27.11.48.113:8009/rtp/225.0.4.192:7980
重庆影视剧HD,http://27.11.56.95:8009/rtp/225.0.4.192:7980
重庆影视剧HD,http://27.11.251.41:8009/rtp/225.0.4.192:7980
重庆影视剧HD,http://27.13.124.93:8099/rtp/225.0.4.192:7980
重庆新农村HD,http://27.11.48.113:8009/rtp/225.0.4.189:7980
重庆新农村HD,http://27.11.56.95:8009/rtp/225.0.4.189:7980
重庆新农村HD,http://27.11.251.41:8009/rtp/225.0.4.189:7980
重庆新农村HD,http://27.13.124.93:8099/rtp/225.0.4.189:7980
重庆新闻HD,http://27.11.48.113:8009/rtp/225.0.4.188:7980
重庆新闻HD,http://27.11.56.95:8009/rtp/225.0.4.188:7980
重庆新闻HD,http://27.11.251.41:8009/rtp/225.0.4.188:7980
重庆新闻HD,http://27.13.124.93:8099/rtp/225.0.4.188:7980
重庆汽摩HD,http://27.11.48.113:8009/rtp/225.0.4.195:7980
重庆汽摩HD,http://27.11.56.95:8009/rtp/225.0.4.195:7980
重庆汽摩HD,http://27.11.251.41:8009/rtp/225.0.4.195:7980
重庆汽摩HD,http://27.13.124.93:8099/rtp/225.0.4.195:7980
重庆社会与法HD,http://27.11.48.113:8009/rtp/225.0.4.190:7980
重庆社会与法HD,http://27.11.56.95:8009/rtp/225.0.4.190:7980
重庆社会与法HD,http://27.11.251.41:8009/rtp/225.0.4.190:7980
重庆社会与法HD,http://27.13.124.93:8099/rtp/225.0.4.190:7980
重庆移动HD,http://27.11.48.113:8009/rtp/225.0.4.215:7980
重庆移动HD,http://27.11.56.95:8009/rtp/225.0.4.215:7980
重庆移动HD,http://27.11.251.41:8009/rtp/225.0.4.215:7980
重庆移动HD,http://27.13.124.93:8099/rtp/225.0.4.215:7980
重庆红叶HD,http://27.11.48.113:8009/rtp/225.0.4.193:7980
重庆红叶HD,http://27.11.56.95:8009/rtp/225.0.4.193:7980
重庆红叶HD,http://27.11.251.41:8009/rtp/225.0.4.193:7980
重庆红叶HD,http://27.13.124.93:8099/rtp/225.0.4.193:7980
重庆红岩文化HD,http://27.11.48.113:8009/rtp/225.0.4.196:7980
重庆红岩文化HD,http://27.11.56.95:8009/rtp/225.0.4.196:7980
重庆红岩文化HD,http://27.11.251.41:8009/rtp/225.0.4.196:7980
重庆红岩文化HD,http://27.13.124.93:8099/rtp/225.0.4.196:7980
金色频道HD,http://27.11.48.113:8009/rtp/225.0.4.239:7980
金色频道HD,http://27.11.56.95:8009/rtp/225.0.4.239:7980
金色频道HD,http://27.11.251.41:8009/rtp/225.0.4.239:7980
金色频道HD,http://27.13.124.93:8099/rtp/225.0.4.239:7980
音乐现场(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.148:7980
音乐现场(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.148:7980
音乐现场(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.148:7980
音乐现场(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.148:7980
高网(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.166:7980
高网(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.166:7980
高网(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.166:7980
高网(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.166:7980
魅力时尚(轮播频道)HD,http://27.11.48.113:8009/rtp/225.0.4.49:7980
魅力时尚(轮播频道)HD,http://27.11.56.95:8009/rtp/225.0.4.49:7980
魅力时尚(轮播频道)HD,http://27.11.251.41:8009/rtp/225.0.4.49:7980
魅力时尚(轮播频道)HD,http://27.13.124.93:8099/rtp/225.0.4.49:7980
黑龙江卫视HD,http://27.11.48.113:8009/rtp/225.0.4.201:7980
黑龙江卫视HD,http://27.11.56.95:8009/rtp/225.0.4.201:7980
黑龙江卫视HD,http://27.11.251.41:8009/rtp/225.0.4.201:7980
黑龙江卫视HD,http://27.13.124.93:8099/rtp/225.0.4.201:7980
